ID_vehicule,type_vehicule,kilometrage_total,km_moyen_jour,nombre_vidanges,nb_freins_changes,jours_dernier_entretien,type_route,temperature_moyenne,bruit_moteur,vibration,temoin_moteur_allume,panne_dans_30_jours
V11100,VL,4859.0,57.7,2.0,0.0,188.0,urbain,17.3,aucun,0.0,0.0,1.0
V11101,PL,,37.8,9.0,,355.0,urbain,38.4,aucun,0.0,0.0,1.0
V11102,PL,122990.0,84.9,12.0,2.0,70.0,autoroute,23.0,faible,0.0,0.0,0.0
V11103,PL,28459.0,52.8,2.0,,262.0,urbain,22.9,élevé,0.0,0.0,1.0
V11104,PL,14968.0,79.0,3.0,3.0,305.0,urbain,22.9,faible,,0.0,0.0
V11105,VL,28493.0,,2.0,1.0,45.0,urbain,23.3,aucun,0.0,0.0,0.0
V11106,,64267.0,58.5,8.0,2.0,223.0,rural,0.9,aucun,0.0,,0.0
V11107,VUL,454.0,72.3,1.0,1.0,327.0,urbain,18.1,aucun,0.0,0.0,1.0
V11108,VUL,44513.0,67.3,7.0,0.0,249.0,urbain,19.7,aucun,1.0,0.0,0.0
V11109,VL,47504.0,10.1,6.0,1.0,75.0,urbain,30.3,faible,1.0,0.0,0.0
V11110,VUL,50762.0,32.0,6.0,0.0,73.0,rural,20.4,aucun,0.0,0.0,1.0
V11111,VL,13855.0,83.2,2.0,0.0,141.0,autoroute,6.8,aucun,0.0,0.0,1.0
V11112,VL,62597.0,56.7,7.0,0.0,72.0,urbain,23.4,élevé,0.0,1.0,1.0
V11113,VL,4792.0,46.9,0.0,1.0,,urbain,13.6,aucun,1.0,0.0,0.0
V11114,VL,11111.0,26.0,1.0,1.0,93.0,urbain,10.3,aucun,0.0,0.0,0.0
V11115,VL,104969.0,33.0,10.0,0.0,68.0,urbain,13.3,aucun,0.0,1.0,1.0
V11116,VL,67108.0,9.5,6.0,0.0,64.0,urbain,24.3,élevé,0.0,0.0,0.0
V11117,PL,692.0,57.5,1.0,3.0,,urbain,30.1,faible,0.0,0.0,0.0
V11118,VL,14275.0,45.0,2.0,2.0,61.0,rural,23.9,aucun,0.0,0.0,0.0
V11119,VL,12065.0,35.8,3.0,1.0,19.0,autoroute,25.1,,0.0,0.0,0.0
V11120,PL,15790.0,58.3,1.0,0.0,240.0,,23.8,aucun,0.0,,0.0
V11121,PL,14221.0,69.1,2.0,1.0,202.0,rural,20.8,aucun,0.0,0.0,0.0
V11122,PL,3228.0,112.3,1.0,1.0,299.0,rural,25.6,aucun,0.0,0.0,1.0
V11123,VUL,30711.0,22.2,3.0,0.0,194.0,rural,0.6,aucun,0.0,0.0,0.0
V11124,VUL,65975.0,89.0,7.0,3.0,61.0,autoroute,20.9,aucun,0.0,0.0,1.0
V11125,VL,46663.0,84.3,4.0,0.0,106.0,,11.6,faible,1.0,0.0,0.0
V11126,VL,55870.0,40.5,5.0,0.0,,urbain,29.3,aucun,0.0,0.0,0.0
V11127,VL,4231.0,,0.0,0.0,300.0,rural,18.8,aucun,1.0,0.0,
V11128,VL,151299.0,48.6,,1.0,266.0,urbain,20.2,aucun,0.0,0.0,0.0
V11129,VL,91159.0,64.6,10.0,1.0,201.0,urbain,8.0,aucun,0.0,0.0,
V11130,VUL,81760.0,97.7,8.0,0.0,161.0,urbain,28.1,aucun,0.0,,0.0
V11131,VL,86575.0,75.1,8.0,0.0,,urbain,25.0,aucun,0.0,0.0,1.0
V11132,VL,134937.0,72.7,15.0,1.0,301.0,rural,24.5,faible,0.0,0.0,1.0
V11133,VL,39290.0,49.2,3.0,0.0,111.0,urbain,13.5,faible,0.0,0.0,0.0
V11134,VUL,11174.0,22.9,1.0,0.0,336.0,urbain,13.8,faible,0.0,,0.0
V11135,VL,47957.0,54.8,5.0,0.0,31.0,urbain,21.8,aucun,0.0,1.0,1.0
V11136,PL,67910.0,90.2,7.0,0.0,97.0,urbain,14.4,faible,0.0,0.0,0.0
V11137,VL,66954.0,21.8,7.0,2.0,246.0,autoroute,23.5,aucun,0.0,1.0,0.0
V11138,VL,36849.0,33.6,5.0,0.0,260.0,urbain,2.7,élevé,0.0,0.0,1.0
V11139,,3545.0,63.2,1.0,1.0,190.0,autoroute,16.1,aucun,0.0,,0.0
V11140,VUL,23190.0,,2.0,0.0,28.0,rural,34.4,aucun,0.0,0.0,0.0
V11141,VL,126767.0,40.2,12.0,0.0,47.0,autoroute,23.5,aucun,0.0,0.0,1.0
V11142,VUL,43907.0,49.4,,0.0,249.0,urbain,21.3,élevé,0.0,0.0,0.0
V11143,VL,38645.0,25.9,4.0,2.0,225.0,urbain,35.9,élevé,0.0,1.0,1.0
V11144,VL,15657.0,35.6,2.0,0.0,271.0,autoroute,1.3,faible,0.0,0.0,0.0
V11145,PL,22978.0,77.6,3.0,0.0,152.0,autoroute,13.5,aucun,0.0,0.0,0.0
V11146,VUL,112854.0,27.3,11.0,0.0,327.0,urbain,16.8,aucun,0.0,0.0,1.0
V11147,VUL,54900.0,20.1,6.0,2.0,284.0,urbain,,élevé,0.0,0.0,1.0
V11148,PL,77414.0,44.2,9.0,3.0,179.0,urbain,27.0,aucun,0.0,0.0,0.0
V11149,PL,30288.0,78.3,4.0,0.0,301.0,autoroute,13.1,élevé,0.0,1.0,1.0
V11150,VUL,49746.0,55.1,4.0,1.0,152.0,urbain,28.0,aucun,0.0,0.0,0.0
V11151,VUL,14276.0,48.4,3.0,3.0,233.0,rural,16.8,aucun,0.0,0.0,0.0
V11152,VUL,61117.0,61.1,6.0,1.0,22.0,autoroute,29.7,faible,0.0,0.0,1.0
V11153,VUL,27895.0,16.4,3.0,1.0,,autoroute,11.7,aucun,1.0,0.0,0.0
V11154,VUL,29218.0,72.4,3.0,0.0,369.0,rural,19.0,élevé,0.0,0.0,0.0
V11155,VUL,52394.0,69.6,6.0,1.0,244.0,urbain,16.1,aucun,0.0,0.0,0.0
V11156,VL,137663.0,49.8,14.0,0.0,289.0,autoroute,28.4,élevé,0.0,0.0,1.0
V11157,PL,3307.0,85.1,0.0,3.0,159.0,rural,15.8,aucun,0.0,0.0,0.0
V11158,PL,87075.0,31.8,10.0,2.0,372.0,autoroute,19.7,faible,0.0,0.0,1.0
V11159,VL,17292.0,88.2,,0.0,284.0,urbain,24.1,aucun,0.0,0.0,1.0
V11160,VUL,29342.0,63.9,3.0,1.0,8.0,rural,24.4,aucun,0.0,0.0,0.0
V11161,VL,1107.0,51.6,0.0,0.0,184.0,urbain,27.1,aucun,0.0,0.0,0.0
V11162,VL,17908.0,59.5,1.0,,294.0,urbain,21.7,élevé,,0.0,1.0
V11163,VUL,34921.0,57.3,4.0,0.0,134.0,autoroute,16.7,,0.0,0.0,0.0
V11164,VL,2890.0,90.5,0.0,1.0,109.0,rural,17.2,aucun,0.0,0.0,0.0
V11165,VUL,33774.0,33.1,5.0,0.0,68.0,rural,20.2,élevé,0.0,0.0,1.0
V11166,VUL,130940.0,40.9,13.0,0.0,,urbain,22.0,aucun,0.0,0.0,0.0
V11167,VL,5568.0,85.9,1.0,1.0,,rural,18.8,aucun,1.0,0.0,0.0
V11168,VL,72289.0,45.1,7.0,1.0,118.0,urbain,,aucun,0.0,0.0,1.0
V11169,VL,26353.0,82.5,3.0,0.0,373.0,rural,7.9,faible,0.0,0.0,1.0
V11170,,53235.0,102.5,5.0,0.0,273.0,urbain,25.3,aucun,0.0,0.0,0.0
V11171,PL,15071.0,50.0,2.0,2.0,357.0,autoroute,21.4,aucun,0.0,0.0,1.0
V11172,VUL,8687.0,77.0,1.0,0.0,365.0,autoroute,28.0,,0.0,0.0,0.0
V11173,VL,8745.0,31.2,1.0,0.0,337.0,urbain,,faible,0.0,0.0,0.0
V11174,VUL,3654.0,78.9,0.0,1.0,176.0,urbain,6.1,aucun,1.0,0.0,0.0
V11175,VL,10268.0,65.0,2.0,2.0,360.0,rural,17.1,faible,0.0,0.0,0.0
V11176,VUL,54564.0,71.8,7.0,,236.0,rural,18.4,élevé,0.0,,0.0
V11177,VL,106722.0,43.9,11.0,0.0,,autoroute,25.9,aucun,0.0,0.0,0.0
V11178,VUL,84134.0,18.5,9.0,1.0,276.0,rural,3.4,faible,0.0,0.0,1.0
V11179,VL,57780.0,72.6,7.0,0.0,137.0,urbain,20.3,aucun,0.0,0.0,0.0
V11180,PL,5850.0,8.4,1.0,4.0,361.0,urbain,24.1,aucun,0.0,0.0,0.0
V11181,VL,17067.0,52.1,4.0,0.0,131.0,urbain,14.7,aucun,0.0,1.0,1.0
V11182,VUL,18539.0,83.5,1.0,2.0,43.0,urbain,20.6,aucun,,0.0,0.0
V11183,PL,14381.0,64.8,3.0,2.0,122.0,rural,15.0,aucun,0.0,0.0,0.0
V11184,VL,36180.0,108.7,4.0,1.0,135.0,urbain,14.2,faible,0.0,0.0,1.0
V11185,PL,38345.0,85.6,3.0,2.0,366.0,autoroute,16.7,aucun,0.0,0.0,1.0
V11186,VUL,22071.0,,2.0,0.0,372.0,autoroute,14.3,aucun,0.0,0.0,0.0
V11187,VL,21831.0,60.7,2.0,,125.0,autoroute,25.5,aucun,0.0,0.0,0.0
V11188,VL,88174.0,58.8,9.0,0.0,274.0,autoroute,14.1,faible,0.0,0.0,
V11189,VUL,77864.0,20.4,9.0,0.0,63.0,urbain,12.8,aucun,0.0,1.0,1.0
V11190,VL,18393.0,36.5,2.0,0.0,295.0,autoroute,34.1,aucun,0.0,,0.0
V11191,VL,122547.0,46.0,13.0,0.0,231.0,,27.7,aucun,0.0,1.0,1.0
V11192,VL,152683.0,9.1,16.0,3.0,50.0,urbain,5.1,faible,0.0,0.0,0.0
V11193,VUL,19781.0,61.2,1.0,0.0,136.0,autoroute,13.9,aucun,0.0,0.0,0.0
V11194,VL,21880.0,53.8,3.0,0.0,157.0,urbain,21.9,faible,0.0,,1.0
V11195,,35223.0,18.2,4.0,0.0,55.0,autoroute,22.6,aucun,0.0,1.0,0.0
V11196,,141613.0,70.1,15.0,5.0,80.0,rural,8.1,aucun,0.0,0.0,1.0
V11197,PL,104502.0,77.9,10.0,1.0,231.0,autoroute,29.3,aucun,0.0,,1.0
V11198,VUL,5410.0,65.7,0.0,0.0,398.0,urbain,26.6,,0.0,0.0,1.0
V11199,VL,24939.0,51.9,3.0,1.0,325.0,rural,23.9,aucun,1.0,0.0,1.0
V11200,VUL,40301.0,74.8,5.0,1.0,127.0,urbain,30.9,aucun,0.0,0.0,1.0
V11201,VL,34971.0,77.0,3.0,0.0,125.0,autoroute,23.6,aucun,1.0,0.0,1.0
V11202,VL,10775.0,67.7,1.0,0.0,316.0,,23.6,aucun,1.0,0.0,0.0
V11203,VL,97884.0,39.4,12.0,0.0,79.0,rural,32.5,aucun,0.0,0.0,1.0
V11204,VL,56495.0,66.9,5.0,0.0,376.0,,28.8,faible,0.0,0.0,0.0
V11205,VUL,90979.0,89.9,9.0,1.0,356.0,urbain,13.3,aucun,0.0,0.0,0.0
V11206,VUL,97866.0,45.1,9.0,1.0,332.0,urbain,25.1,,,0.0,0.0
V11207,VL,68986.0,112.4,9.0,2.0,174.0,urbain,14.7,aucun,0.0,0.0,0.0
V11208,VL,,46.9,2.0,0.0,144.0,autoroute,,aucun,0.0,0.0,1.0
V11209,PL,47150.0,60.8,4.0,1.0,125.0,urbain,23.8,aucun,0.0,0.0,1.0
V11210,VL,8739.0,43.2,1.0,2.0,181.0,,8.9,aucun,0.0,0.0,0.0
V11211,VL,55988.0,65.6,6.0,0.0,218.0,rural,19.0,élevé,0.0,0.0,1.0
V11212,VL,9877.0,,3.0,0.0,277.0,urbain,22.1,aucun,0.0,0.0,0.0
V11213,VUL,59200.0,46.3,7.0,1.0,,urbain,16.5,faible,,0.0,1.0
V11214,VUL,13042.0,32.7,4.0,2.0,140.0,autoroute,22.5,aucun,0.0,0.0,
V11215,VL,6252.0,63.4,,0.0,333.0,urbain,26.4,aucun,,0.0,0.0
V11216,VL,,84.9,0.0,0.0,94.0,urbain,19.8,faible,0.0,0.0,0.0
V11217,VUL,99.0,76.2,1.0,0.0,364.0,urbain,21.8,faible,0.0,0.0,1.0
V11218,VUL,63423.0,0.7,8.0,1.0,193.0,urbain,31.1,aucun,0.0,0.0,1.0
V11219,VL,,111.1,7.0,1.0,109.0,rural,23.8,aucun,0.0,0.0,
V11220,PL,36173.0,67.4,5.0,0.0,51.0,urbain,21.6,aucun,0.0,0.0,1.0
V11221,VL,8798.0,40.6,1.0,0.0,102.0,autoroute,12.3,aucun,0.0,0.0,0.0
V11222,VL,4362.0,63.9,0.0,0.0,100.0,urbain,25.4,aucun,0.0,0.0,
V11223,PL,965.0,64.4,0.0,1.0,141.0,urbain,22.6,faible,0.0,0.0,0.0
V11224,VL,9060.0,43.3,2.0,2.0,200.0,urbain,30.3,aucun,0.0,0.0,0.0
V11225,VUL,110754.0,64.9,,1.0,,rural,20.4,aucun,0.0,1.0,0.0
V11226,VL,13823.0,44.8,3.0,1.0,198.0,autoroute,5.5,aucun,0.0,0.0,0.0
V11227,VL,21868.0,49.9,2.0,1.0,283.0,rural,6.4,,0.0,0.0,0.0
V11228,PL,5565.0,42.8,1.0,1.0,216.0,autoroute,25.9,aucun,0.0,0.0,0.0
V11229,VL,12574.0,24.2,1.0,0.0,45.0,urbain,15.4,aucun,0.0,0.0,0.0
V11230,PL,36617.0,,4.0,3.0,27.0,urbain,23.5,faible,0.0,0.0,0.0
V11231,VL,46793.0,74.6,6.0,0.0,1.0,urbain,20.9,aucun,1.0,0.0,1.0
V11232,VL,14075.0,72.9,4.0,0.0,382.0,,18.7,,1.0,1.0,0.0
V11233,VL,2973.0,80.5,1.0,0.0,16.0,urbain,19.2,aucun,0.0,0.0,0.0
V11234,,24799.0,68.1,3.0,0.0,314.0,urbain,13.1,élevé,0.0,0.0,0.0
V11235,VL,13341.0,,2.0,1.0,387.0,urbain,19.9,élevé,0.0,0.0,0.0
V11236,PL,12394.0,81.0,1.0,2.0,76.0,urbain,15.3,faible,0.0,0.0,1.0
V11237,VL,160772.0,,18.0,1.0,386.0,urbain,17.0,faible,0.0,0.0,
V11238,,47894.0,37.5,5.0,2.0,370.0,urbain,17.4,aucun,0.0,0.0,0.0
V11239,VL,40695.0,35.9,5.0,2.0,164.0,autoroute,18.2,faible,0.0,0.0,0.0
V11240,PL,26873.0,87.0,,0.0,96.0,urbain,27.4,élevé,0.0,0.0,1.0
V11241,VUL,28013.0,83.6,4.0,0.0,104.0,autoroute,19.0,aucun,1.0,0.0,1.0
V11242,VUL,38924.0,72.2,5.0,0.0,23.0,rural,28.2,aucun,0.0,0.0,0.0
V11243,VUL,59607.0,86.8,5.0,1.0,199.0,urbain,,aucun,,0.0,0.0
V11244,VUL,60557.0,38.0,7.0,0.0,34.0,urbain,26.8,aucun,0.0,0.0,0.0
V11245,VUL,9418.0,68.7,,1.0,1.0,urbain,24.3,aucun,0.0,0.0,0.0
V11246,VL,34668.0,56.9,4.0,2.0,288.0,rural,22.6,aucun,,1.0,1.0
V11247,VL,26547.0,81.2,2.0,1.0,331.0,urbain,26.9,aucun,0.0,0.0,0.0
V11248,PL,102214.0,57.1,12.0,1.0,341.0,urbain,20.7,élevé,1.0,1.0,1.0
V11249,VUL,49904.0,50.4,6.0,0.0,137.0,urbain,27.9,aucun,0.0,0.0,0.0
V11250,VUL,38018.0,,4.0,2.0,336.0,autoroute,,faible,0.0,0.0,0.0
V11251,VL,6130.0,81.9,1.0,1.0,61.0,urbain,,aucun,0.0,0.0,0.0
V11252,VL,46524.0,43.3,7.0,1.0,298.0,rural,27.2,aucun,0.0,0.0,0.0
V11253,VL,6233.0,58.5,0.0,0.0,196.0,urbain,20.7,aucun,0.0,0.0,0.0
V11254,VUL,20564.0,33.5,2.0,2.0,376.0,autoroute,19.2,aucun,0.0,0.0,0.0
V11255,VL,7706.0,0.0,1.0,0.0,58.0,rural,16.2,aucun,0.0,0.0,0.0
V11256,VL,58894.0,65.0,6.0,2.0,264.0,urbain,21.3,aucun,0.0,0.0,0.0
V11257,VL,11549.0,75.2,2.0,0.0,332.0,autoroute,28.0,aucun,0.0,0.0,0.0
V11258,VL,24867.0,66.6,5.0,0.0,187.0,autoroute,27.1,aucun,0.0,,0.0
V11259,VL,113012.0,11.3,12.0,1.0,,urbain,22.8,,,0.0,1.0
V11260,VL,11427.0,51.2,1.0,0.0,307.0,urbain,,aucun,1.0,0.0,1.0
V11261,,35444.0,4.5,3.0,1.0,278.0,autoroute,30.2,aucun,0.0,0.0,0.0
V11262,VL,27173.0,94.2,3.0,1.0,29.0,autoroute,18.8,aucun,0.0,0.0,1.0
V11263,VL,914.0,32.8,1.0,0.0,170.0,rural,11.1,aucun,0.0,0.0,
V11264,VL,78693.0,91.4,7.0,,20.0,rural,,aucun,0.0,1.0,0.0
V11265,VL,3577.0,83.6,0.0,0.0,298.0,rural,15.8,aucun,0.0,,0.0
V11266,VL,32146.0,37.5,3.0,1.0,200.0,urbain,14.5,aucun,0.0,0.0,
V11267,VL,41126.0,,4.0,0.0,134.0,rural,5.6,aucun,,0.0,0.0
V11268,VUL,49500.0,68.8,4.0,0.0,271.0,urbain,24.6,aucun,,1.0,1.0
V11269,VL,,38.9,5.0,0.0,22.0,autoroute,7.0,aucun,0.0,0.0,0.0
V11270,VUL,14602.0,62.6,2.0,,86.0,autoroute,,aucun,0.0,0.0,0.0
V11271,PL,501.0,47.9,1.0,0.0,30.0,rural,24.7,aucun,0.0,0.0,0.0
V11272,VUL,64267.0,15.5,8.0,1.0,120.0,urbain,25.8,élevé,0.0,1.0,1.0
V11273,VL,38356.0,4.2,4.0,3.0,68.0,urbain,14.8,faible,0.0,1.0,1.0
V11274,VL,90430.0,65.7,10.0,2.0,,urbain,18.9,aucun,1.0,0.0,1.0
V11275,VL,86127.0,46.0,10.0,0.0,370.0,rural,13.0,élevé,0.0,0.0,0.0
V11276,VL,92679.0,46.2,10.0,0.0,314.0,rural,15.6,aucun,0.0,0.0,
V11277,PL,33188.0,77.4,5.0,1.0,145.0,urbain,22.1,aucun,0.0,0.0,0.0
V11278,VL,20295.0,89.3,2.0,0.0,332.0,rural,16.0,,0.0,0.0,
V11279,VL,78404.0,53.2,9.0,0.0,393.0,autoroute,18.0,faible,0.0,0.0,0.0
V11280,VUL,30009.0,51.5,3.0,0.0,262.0,urbain,8.3,aucun,0.0,0.0,0.0
V11281,VUL,10132.0,72.5,1.0,0.0,292.0,urbain,29.1,aucun,0.0,0.0,1.0
V11282,VL,96542.0,26.1,10.0,1.0,85.0,autoroute,,aucun,,0.0,0.0
V11283,VL,107091.0,65.6,11.0,1.0,15.0,rural,26.3,aucun,0.0,0.0,0.0
V11284,VL,31396.0,73.8,4.0,1.0,215.0,rural,30.3,aucun,0.0,0.0,1.0
V11285,VL,3935.0,77.0,3.0,0.0,115.0,rural,13.4,aucun,1.0,0.0,1.0
V11286,VL,24536.0,11.6,2.0,,117.0,autoroute,17.1,élevé,0.0,0.0,0.0
V11287,VL,81364.0,41.0,8.0,0.0,269.0,urbain,4.8,aucun,0.0,0.0,0.0
V11288,VL,116024.0,38.0,14.0,1.0,394.0,urbain,45.1,faible,0.0,0.0,
V11289,VL,11374.0,62.5,1.0,0.0,342.0,urbain,18.8,aucun,0.0,0.0,0.0
V11290,VL,3466.0,72.0,0.0,0.0,161.0,urbain,28.3,aucun,0.0,0.0,1.0
V11291,VL,104921.0,97.4,13.0,,187.0,urbain,10.1,aucun,0.0,0.0,1.0
V11292,VL,24666.0,47.6,3.0,0.0,103.0,urbain,28.0,aucun,,0.0,0.0
V11293,VUL,39018.0,47.6,3.0,0.0,140.0,autoroute,,aucun,0.0,0.0,0.0
V11294,VUL,172203.0,88.7,18.0,2.0,166.0,autoroute,19.5,aucun,0.0,0.0,1.0
V11295,VL,3444.0,67.4,0.0,1.0,299.0,urbain,11.9,aucun,0.0,,1.0
V11296,VL,52251.0,91.7,7.0,0.0,27.0,rural,18.9,aucun,0.0,0.0,1.0
V11297,VL,3849.0,67.2,1.0,0.0,271.0,rural,2.2,aucun,0.0,1.0,0.0
V11298,,23537.0,31.1,5.0,1.0,49.0,autoroute,19.7,aucun,0.0,0.0,0.0
V11299,VUL,81434.0,26.7,8.0,1.0,370.0,rural,26.6,aucun,0.0,0.0,1.0
V11300,VL,28411.0,21.2,,0.0,155.0,urbain,19.7,aucun,0.0,0.0,1.0
V11301,PL,293592.0,76.6,30.0,2.0,323.0,autoroute,17.7,aucun,0.0,0.0,1.0
V11302,VL,40942.0,89.7,5.0,0.0,347.0,autoroute,24.2,élevé,0.0,0.0,1.0
V11303,VL,19368.0,106.2,1.0,1.0,120.0,rural,24.8,aucun,0.0,0.0,1.0
V11304,VUL,12430.0,81.1,3.0,0.0,139.0,autoroute,6.7,aucun,0.0,0.0,1.0
V11305,PL,21579.0,89.1,3.0,1.0,15.0,autoroute,20.7,aucun,0.0,0.0,0.0
V11306,VUL,23303.0,45.5,2.0,0.0,308.0,rural,39.5,aucun,1.0,0.0,1.0
V11307,VUL,3559.0,31.1,1.0,0.0,48.0,rural,9.3,aucun,0.0,0.0,0.0
V11308,VL,23067.0,81.3,4.0,2.0,163.0,autoroute,19.3,aucun,0.0,0.0,1.0
V11309,VUL,31203.0,70.4,3.0,2.0,61.0,urbain,35.5,faible,0.0,,1.0
V11310,VL,64139.0,62.7,,0.0,339.0,urbain,28.8,aucun,0.0,,1.0
V11311,PL,53461.0,69.7,7.0,2.0,153.0,urbain,15.9,aucun,0.0,0.0,1.0
V11312,VL,61681.0,68.1,7.0,1.0,311.0,autoroute,21.6,aucun,0.0,0.0,0.0
V11313,VUL,,92.1,0.0,0.0,375.0,autoroute,20.0,aucun,0.0,0.0,0.0
V11314,VL,12273.0,92.4,1.0,0.0,345.0,urbain,14.0,aucun,0.0,1.0,0.0
V11315,,54188.0,73.6,6.0,0.0,149.0,autoroute,19.4,faible,0.0,0.0,1.0
V11316,VL,33081.0,81.1,5.0,2.0,375.0,autoroute,17.8,faible,0.0,0.0,0.0
V11317,VUL,266.0,72.9,1.0,2.0,72.0,autoroute,20.9,faible,0.0,0.0,0.0
V11318,VL,81608.0,48.5,8.0,1.0,68.0,urbain,14.0,aucun,0.0,1.0,0.0
V11319,VL,74098.0,78.9,8.0,1.0,176.0,rural,9.8,faible,0.0,0.0,1.0
V11320,VL,39750.0,25.1,7.0,,353.0,rural,19.7,aucun,0.0,0.0,1.0
V11321,VL,3438.0,86.3,2.0,2.0,1.0,rural,33.7,faible,1.0,0.0,0.0
V11322,PL,72731.0,30.1,9.0,1.0,308.0,rural,20.7,élevé,0.0,0.0,1.0
V11323,VL,43819.0,67.1,6.0,1.0,118.0,autoroute,17.3,aucun,0.0,1.0,0.0
V11324,PL,76153.0,38.9,9.0,1.0,6.0,urbain,26.0,aucun,0.0,0.0,1.0
V11325,VL,69665.0,73.8,8.0,0.0,254.0,autoroute,18.7,aucun,0.0,0.0,0.0
V11326,VL,81228.0,59.2,8.0,0.0,74.0,urbain,34.9,faible,1.0,0.0,0.0
V11327,VUL,36491.0,,4.0,0.0,350.0,urbain,20.0,aucun,0.0,0.0,1.0
V11328,VUL,7560.0,70.5,1.0,2.0,194.0,urbain,25.6,élevé,,0.0,0.0
V11329,VL,55608.0,45.6,7.0,0.0,186.0,urbain,14.0,aucun,0.0,1.0,1.0
V11330,VL,48441.0,82.0,5.0,0.0,2.0,urbain,24.0,,0.0,0.0,0.0
V11331,VUL,67788.0,60.0,7.0,1.0,183.0,autoroute,22.2,aucun,1.0,0.0,0.0
V11332,VL,,69.9,1.0,2.0,334.0,rural,19.5,faible,0.0,,0.0
V11333,PL,10844.0,36.1,2.0,1.0,272.0,,16.0,aucun,0.0,0.0,0.0
V11334,PL,110550.0,45.3,12.0,1.0,367.0,rural,14.9,aucun,0.0,0.0,1.0
V11335,VUL,69310.0,48.5,6.0,0.0,51.0,urbain,22.3,aucun,1.0,0.0,0.0
V11336,VL,119422.0,81.4,14.0,0.0,262.0,urbain,25.0,aucun,0.0,0.0,1.0
V11337,VUL,71088.0,101.9,10.0,0.0,367.0,rural,19.0,aucun,0.0,0.0,1.0
V11338,VL,45460.0,39.9,7.0,0.0,132.0,rural,22.3,aucun,0.0,0.0,1.0
V11339,VL,53085.0,86.9,5.0,0.0,224.0,autoroute,19.7,faible,0.0,1.0,1.0
V11340,VL,109968.0,5.8,10.0,2.0,309.0,urbain,20.8,élevé,1.0,0.0,0.0
V11341,VL,43233.0,30.1,4.0,0.0,60.0,autoroute,18.4,aucun,0.0,0.0,0.0
V11342,PL,50036.0,36.0,,2.0,364.0,rural,20.1,faible,0.0,0.0,1.0
V11343,VUL,8508.0,26.2,0.0,0.0,15.0,autoroute,41.6,élevé,0.0,0.0,0.0
V11344,VUL,32115.0,20.4,3.0,0.0,228.0,urbain,22.5,aucun,0.0,0.0,
V11345,VL,63009.0,70.3,6.0,0.0,194.0,rural,25.2,aucun,0.0,1.0,1.0
V11346,VL,15800.0,54.6,1.0,0.0,250.0,rural,23.5,aucun,0.0,0.0,0.0
V11347,VL,11298.0,69.5,3.0,2.0,302.0,autoroute,17.9,aucun,0.0,1.0,1.0
V11348,PL,18831.0,77.3,,1.0,47.0,urbain,30.4,aucun,0.0,0.0,0.0
V11349,VL,13820.0,66.6,1.0,0.0,234.0,rural,17.7,faible,0.0,,1.0
V11350,PL,12098.0,76.4,3.0,2.0,120.0,,28.4,élevé,0.0,1.0,
V11351,VL,27656.0,58.3,3.0,0.0,319.0,rural,17.3,aucun,0.0,0.0,
V11352,VL,119210.0,30.3,14.0,1.0,49.0,urbain,12.3,aucun,,0.0,1.0
V11353,VUL,35368.0,,6.0,0.0,40.0,urbain,22.9,aucun,0.0,0.0,1.0
V11354,VL,10407.0,45.3,4.0,0.0,21.0,rural,11.2,faible,0.0,0.0,0.0
V11355,PL,4004.0,36.6,2.0,2.0,370.0,urbain,24.3,aucun,0.0,0.0,0.0
V11356,PL,59562.0,55.6,7.0,1.0,181.0,urbain,10.4,aucun,0.0,0.0,1.0
V11357,,24128.0,37.2,3.0,1.0,4.0,urbain,17.4,aucun,1.0,0.0,1.0
V11358,VL,86251.0,49.6,12.0,0.0,144.0,urbain,8.5,aucun,0.0,0.0,1.0
V11359,VL,53868.0,68.6,6.0,1.0,356.0,autoroute,42.6,aucun,1.0,0.0,0.0
V11360,PL,79540.0,68.7,7.0,3.0,77.0,rural,6.8,,0.0,1.0,1.0
V11361,VL,15869.0,37.6,4.0,1.0,230.0,autoroute,20.1,aucun,0.0,0.0,0.0
V11362,VUL,58941.0,47.8,,1.0,296.0,urbain,29.1,élevé,,0.0,
V11363,VUL,15330.0,86.9,2.0,,347.0,autoroute,28.3,aucun,0.0,0.0,0.0
V11364,VUL,139900.0,72.4,13.0,0.0,208.0,urbain,26.8,aucun,0.0,0.0,
V11365,VL,50581.0,111.9,7.0,2.0,162.0,rural,17.5,aucun,0.0,0.0,1.0
V11366,VUL,19615.0,,2.0,0.0,167.0,urbain,30.8,élevé,0.0,0.0,1.0
V11367,PL,15702.0,88.6,2.0,0.0,277.0,autoroute,27.3,faible,0.0,0.0,0.0
V11368,VL,10593.0,25.3,1.0,0.0,236.0,rural,21.7,aucun,0.0,1.0,1.0
V11369,VL,59313.0,79.1,7.0,0.0,175.0,urbain,21.9,faible,0.0,0.0,0.0
V11370,PL,12340.0,58.7,1.0,3.0,52.0,urbain,17.6,aucun,0.0,0.0,0.0
V11371,VL,45230.0,46.2,4.0,0.0,348.0,rural,12.7,aucun,0.0,0.0,1.0
V11372,PL,15369.0,,1.0,0.0,9.0,urbain,29.9,aucun,0.0,0.0,1.0
V11373,VL,54230.0,83.6,6.0,1.0,145.0,urbain,30.5,faible,0.0,0.0,0.0
V11374,VL,84353.0,72.5,8.0,0.0,226.0,urbain,12.9,aucun,0.0,0.0,0.0
